start_lon,start_lat
-71.11429663,42.37696184
-71.11909163,42.37345399
-71.10394196,42.36261784
-71.12270713,42.38183053
-71.1219793,42.37545994
-71.09647887,42.36904774
-71.11887902,42.37788835
-71.09903357,42.36825188
-71.08662682,42.36103454
-71.08947037,42.37125141
-71.08875725,42.373213
-71.08662682,42.36103454
-71.08749692,42.36175463
-71.0852497,42.36268232
-71.08623358,42.36270448
-71.08585858,42.3621407
-71.12236684,42.38729695
-71.0919839,42.36068363
-71.10339658,42.36326817
-71.08241274,42.37034863
-71.08589028,42.36840894
-71.1080521,42.36683508
-71.10422952,42.36605828
-71.10382846,42.36730935
-71.11768465,42.37207091
-71.08506604,42.37134437
-71.09018309,42.35878749
-71.08437962,42.37056867
-71.11775275,42.37956752
-71.08839543,42.36347756
-71.08749692,42.36175463
-71.09397793,42.35837618
-71.10238887,42.37191029
-71.12406255,42.37930818
-71.10283563,42.36101023
-71.1060889,42.3576161
-71.08151109,42.3633744
-71.11591196,42.37318099
-71.09825448,42.35935225
-71.10056805,42.35515729
-71.10698274,42.35612677
-71.10208955,42.36479526
-71.09856075,42.37242572
-71.104429,42.36994163
-71.10001588,42.36111281
-71.11238678,42.37301833
-71.09356732,42.3597581
-71.10418867,42.36250834
-71.10093393,42.36545398
-71.11548702,42.36939145
-71.11067977,42.36021417
-71.09154305,42.36022305
-71.09648159,42.368826
-71.10309869,42.36141082
-71.09322601,42.36070129
-71.10633028,42.35573662
-71.11075692,42.35692967
-71.09239917,42.35900791
-71.09802106,42.3706019
-71.08798769,42.36599941
-71.11025826,42.357001
-71.10706896,42.35589517
-71.08308255,42.36418165
-71.11522547,42.37040782
-71.11879432,42.38099869
-71.09814005,42.37256113
-71.09866292,42.36440426
-71.1008036,42.3544471
-71.10314557,42.35543977
-71.10573217,42.35621742
-71.09998198,42.37114079
-71.10342263,42.36111121
-71.11397138,42.36860379
-71.10580777,42.35785852
-71.10357572,42.36568978
-71.1230142,42.37867317
-71.11520049,42.36460451
-71.10362639,42.3612509
-71.09899665,42.3631759
-71.07278645,42.37029635
-71.14080046,42.38238963
-71.10264618,42.36366084
-71.1127564,42.35662615
-71.10026917,42.36517517
-71.0986207,42.36606122
-71.11453872,42.3679955
-71.12060605,42.3813576
-71.10359333,42.36757518
-71.10086983,42.36993405
-71.1019281,42.35765892
-71.09767028,42.36768318
-71.11203156,42.35742762
-71.10339495,42.36152203
-71.09894058,42.36911557
-71.08667725,42.36321684
-71.08934074,42.36031884
-71.1419592,42.391845
-71.15446701,42.37853672
-71.09919702,42.36567915
-71.08176385,42.36284228
-71.09968206,42.36960931
-71.09652345,42.35858321
-71.09955199,42.35810938
-71.08803447,42.37245913
-71.12261964,42.37974393
-71.0987204,42.36003573
-71.1224504,42.37869051
-71.10766709,42.36027894
-71.11368755,42.35831818
-71.10714935,42.35664669
-71.12154004,42.37353602
-71.10270745,42.3675912
-71.10599362,42.35680584
-71.1019281,42.35765892
-71.11368755,42.35831818
-71.10706896,42.35589517
-71.10605655,42.35851695
-71.10528882,42.35905921
-71.10285166,42.35797057
-71.1040155,42.35828134
-71.11194571,42.35696988
-71.08427471,42.36821541
-71.11132225,42.3628589
-71.1135046,42.35916909
-71.10302827,42.35700105
-71.11149024,42.37592217
-71.08259307,42.36940932
-71.0908886,42.37319503
-71.11915848,42.3900816
-71.11928202,42.37203532
-71.09730885,42.37308636
-71.11367567,42.3689566
-71.10235487,42.3732477
-71.08064675,42.36771485
-71.10580777,42.35785852
-71.09369219,42.36759899
-71.11827925,42.3854403
-71.08934074,42.36031884
-71.10081875,42.35828273
-71.13105272,42.37660924
-71.08674479,42.37232161
-71.11925814,42.37669708
-71.07527895,42.36855569
-71.09505494,42.35814262
-71.11711994,42.3718833
-71.09682789,42.36366148
-71.11282545,42.35951711
-71.0906772,42.373622
-71.10364918,42.35807814
-71.09951232,42.36892975
-71.11091922,42.35757278
-71.10026859,42.3601545
-71.1207433,42.38112295
-71.08938704,42.37095256
-71.08617738,42.36479214
-71.10285166,42.35797057
-71.11547983,42.37274932
-71.099509,42.36051361
-71.10008753,42.36199203
-71.08472255,42.36206325
-71.11815295,42.37406265
-71.09378565,42.3574682
-71.09508725,42.35692037
-71.0987204,42.36003573
-71.10287613,42.36742885
-71.10446756,42.35942535
-71.09620912,42.36679861
-71.08902073,42.36883154
-71.11363522,42.3733403
-71.10286483,42.37054141
-71.10577374,42.371415
-71.08785475,42.37045389
-71.10420252,42.36733158
-71.10220888,42.36635467
-71.09067307,42.35941899
-71.0823343,42.36889995
-71.07927723,42.362949
-71.10359333,42.36757518
-71.09126603,42.37294828
-71.10582256,42.3636675
-71.11173145,42.36683313
-71.11666709,42.37171527
-71.0801518,42.3649565
-71.09036815,42.3708037
-71.11317675,42.35873333
-71.09934808,42.36146794
-71.09504333,42.35938232
-71.08546297,42.36210025
-71.10596352,42.36218265
-71.09639032,42.370958
-71.10290081,42.36383966
-71.10698274,42.35612677
-71.11327645,42.37813412
-71.1040155,42.35828134
-71.08623358,42.36270448
-71.10333847,42.36227462
-71.0912497,42.36794987
-71.08550816,42.36192178
-71.10104903,42.36670244
-71.10480885,42.36286173
-71.10270635,42.36287007
-71.1092277,42.3729597
-71.0875068,42.37018625
-71.09485891,42.3562401
-71.11069004,42.35848661
-71.11970642,42.37357916
-71.10104903,42.36670244
-71.11809624,42.3733812
-71.08136392,42.36437823
-71.0815805,42.36302972
-71.11469105,42.36555005
-71.10724586,42.356422
-71.11200345,42.36637075
-71.10597068,42.36397922
-71.10325886,42.3549911
-71.10059153,42.37430352
-71.07633012,42.37017384
-71.10399147,42.36085588
-71.11382498,42.35847055
-71.09254897,42.35994942
-71.11178468,42.36657163
-71.09323173,42.3708786
-71.11368557,42.35908565
-71.10238933,42.36809269
-71.09018309,42.35878749
-71.09876974,42.37364856
-71.0977284,42.37032594
-71.10851803,42.3598848
-71.12605053,42.38180669
-71.0949897,42.36996414
-71.11301969,42.37319582
-71.10573217,42.35621742
-71.09914512,42.3590436
-71.12012689,42.38581165
-71.11680027,42.36938672
-71.1055327,42.35392952
-71.1065411,42.36819756
-71.1076577,42.36528795
-71.10931547,42.35948487
-71.11952686,42.38952485
-71.1093779,42.3779835
-71.10580043,42.37315795
-71.09324213,42.36428678
-71.0814036,42.36390706
-71.11223988,42.37204064
-71.12602262,42.3804515
-71.09606776,42.35981711
-71.07872644,42.36195715
-71.09738302,42.36069263
-71.13746675,42.38171795
-71.09350316,42.36746475
-71.12419371,42.37832355
-71.11557313,42.36392133
-71.1005648,42.35719245
-71.11149687,42.36231088
-71.07452037,42.37258231
-71.11994498,42.37155091
-71.10166029,42.36451964
-71.08765373,42.36325299
-71.08865214,42.36359773
-71.0941032,42.36606242
-71.10442642,42.3543272
-71.07945072,42.37180995
-71.09544378,42.36086878
-71.08136392,42.36437823
-71.1139812,42.3791021
-71.08286225,42.36702195
-71.07527895,42.36855569
-71.09261793,42.37248762
-71.09847936,42.37059696
-71.09044938,42.35955835
-71.11139713,42.377777
-71.10495202,42.35776057
-71.0918266,42.3688768
-71.1388783,42.38286355
-71.09391784,42.3683838
-71.11496308,42.37031255
-71.09900132,42.37085164
-71.09508992,42.37045335
-71.09422089,42.36460955
-71.10127019,42.36502842
-71.11278978,42.35848925
-71.09083272,42.36609193
-71.10064905,42.36644877
-71.11173655,42.3663124
-71.09154794,42.36884871
-71.0920709,42.35976105
-71.09319168,42.35950655
-71.08426772,42.3703306
-71.10462055,42.35492352
-71.09201715,42.35968325
-71.11651573,42.37137641
-71.10309869,42.36141082
-71.1013973,42.36685411
-71.09164183,42.3623479
-71.10584003,42.35501692
-71.1416023,42.39577815
-71.09924957,42.36953635
-71.08623358,42.36270448
-71.09555728,42.36293284
-71.15185711,42.37936564
-71.10105823,42.37135926
-71.15194722,42.37943745
-71.1029197,42.35694455
-71.1221129,42.37879085
-71.10584003,42.35501692
-71.10636761,42.35741586
-71.10709011,42.36425132
-71.11594848,42.38557196
-71.09540873,42.37158695
-71.09614083,42.37112934
-71.09616192,42.37196572
-71.09067307,42.35941899
-71.09098619,42.36326769
-71.08589755,42.36456688
-71.08550816,42.36192178
-71.0982266,42.36245696
-71.0789125,42.36707225
-71.07019216,42.36987288
-71.10132058,42.36092227
-71.1041836,42.35858131
-71.07812433,42.36764856
-71.08308255,42.36418165
-71.09073911,42.36456444
-71.07939239,42.36826506
-71.1035962,42.3556175
-71.0848419,42.3641353
-71.0935271,42.36011991
-71.11127501,42.38163732
-71.11007073,42.37872447
-71.10199443,42.36767695
-71.09918732,42.37073459
-71.09154305,42.36022305
-71.11664981,42.37750756
-71.08795597,42.36214776
-71.08197325,42.36345317
-71.08151109,42.3633744
-71.1035962,42.3556175
-71.09843839,42.36987172
-71.0972235,42.37342294
-71.11442611,42.36522988
-71.10695608,42.35697708
-71.09254897,42.35994942
-71.13903996,42.38143503
-71.08349965,42.36706791
-71.10390214,42.35498846
-71.11527925,42.37749906
-71.09446882,42.3618513
-71.10562985,42.35451151
-71.13057843,42.39230539
-71.10419265,42.36344705
-71.08042853,42.36366982
-71.09720074,42.36227253
-71.1144768,42.36901966
-71.08546297,42.36210025
-71.10091705,42.36339758
-71.10704648,42.35851212
-71.10322606,42.36265421
-71.09322601,42.36070129
-71.11147508,42.35755353
-71.07923948,42.37182184
-71.07314458,42.36996756
-71.08260996,42.36810002
-71.1024776,42.36310877
-71.0940947,42.36791985
-71.09862185,42.36661071
-71.10597981,42.35755304
-71.0920709,42.35976105
-71.13606274,42.39559298
-71.10461344,42.36311807
-71.10420075,42.36453135
-71.1052165,42.3597897
-71.09784128,42.36114902
-71.10706415,42.35893935
-71.12140947,42.37249233
-71.11999206,42.37317036
-71.10480885,42.36286173
-71.1060889,42.3576161
-71.09397793,42.35837618
-71.10362639,42.3612509
-71.09919702,42.36567915
-71.10085931,42.36401178
-71.10210658,42.36887082
-71.10064766,42.37101851
-71.10440066,42.3675739
-71.09247823,42.36764081
-71.15021824,42.37533822
-71.08414226,42.3681678
-71.10332732,42.36354604
-71.10316366,42.36228066
-71.10026917,42.36517517
-71.11424124,42.37359836
-71.09257944,42.3633722
-71.12049861,42.38486362
-71.1034224,42.3630754
-71.12012966,42.37362122
-71.11651573,42.37137641
-71.08585858,42.3621407
-71.09386902,42.35656737
-71.09154305,42.36022305
-71.08349965,42.36706791
-71.10402523,42.3624897
-71.11688543,42.37258947
-71.10080879,42.36061689
-71.1042864,42.36108035
-71.09044938,42.35955835
-71.11067194,42.37171067
-71.10286133,42.36162208
-71.10344396,42.36245347
-71.10399578,42.36364321
-71.1135046,42.35916909
-71.11711994,42.3718833
-71.11183668,42.3573303
-71.09962904,42.37243427
-71.11153995,42.35669808
-71.09322601,42.36070129
-71.10464496,42.36459989
-71.1027835,42.36373335
-71.10573217,42.35621742
-71.11694868,42.37771525
-71.10306124,42.3710833
-71.08260139,42.36135795
-71.10146895,42.3661058
-71.10066189,42.36698633
-71.09917829,42.36799557
-71.13049548,42.39479032
-71.10543366,42.36359822
-71.0962737,42.36283359
-71.07721285,42.36653192
-71.09412544,42.36141862
-71.09839871,42.35822542
-71.12583146,42.39182648
-71.10382846,42.36730935
-71.11420365,42.3582614
-71.09073911,42.36456444
-71.14333318,42.39316162
-71.1113188,42.36084678
-71.12104274,42.37396648
-71.09412544,42.36141862
-71.09527579,42.37387712
-71.1120176,42.3580301
-71.1101553,42.36018562
-71.13185748,42.3944347
-71.1031598,42.3631198
-71.10672265,42.35520356
-71.10364918,42.35807814
-71.09555728,42.36293284
-71.10490463,42.36898504
-71.10132058,42.36092227
-71.14362063,42.39384833
-71.10097024,42.36665981
-71.08684353,42.37145769
-71.1200007,42.3713964
-71.11495381,42.3645706
-71.11548143,42.36903331
-71.12092818,42.38486047
-71.1137731,42.35818935
-71.10294429,42.36249857
-71.09457167,42.36643564
-71.07749149,42.36544853
-71.11560012,42.37069093
-71.10751123,42.3656622
-71.09442546,42.35717456
-71.10314557,42.35543977
-71.10147395,42.365534
-71.11093894,42.37672719
-71.11240284,42.37578216
-71.12219348,42.3870049
-71.09247084,42.36160686
-71.07934407,42.36571397
-71.07842263,42.36558551
-71.1005648,42.35719245
-71.09900776,42.36363423
-71.09098619,42.36326769
-71.11999206,42.37317036
-71.09508139,42.36250999
-71.08703295,42.36499122
-71.08876884,42.36494749
-71.12120464,42.37492087
-71.11970642,42.37357916
-71.11526232,42.35970327
-71.10501665,42.36188735
-71.11909163,42.37345399
-71.09164183,42.3623479
-71.09804104,42.3583824
-71.10341178,42.36066345
-71.09435507,42.36124178
-71.0980741,42.36382638
-71.10056805,42.35515729
-71.09271326,42.36087637
-71.11675576,42.37503266
-71.11812751,42.38877984
-71.10422952,42.36605828
-71.12090872,42.37213041
-71.08749692,42.36175463
-71.11159613,42.36678023
-71.10285166,42.35797057
-71.10260959,42.3643265
-71.09573896,42.35871975
-71.09804104,42.3583824
-71.11274582,42.37073642
-71.13647828,42.37982576
-71.13238713,42.38259913
-71.09505494,42.35814262
-71.12046916,42.37155112
-71.10573217,42.35621742
-71.08457647,42.36822856
-71.11284729,42.3582318
-71.09998561,42.36620998
-71.10502809,42.36339407
-71.10245296,42.37182617
-71.09574765,42.3742859
-71.09788231,42.37286773
-71.09442546,42.35717456
-71.11680027,42.36938672
-71.09277125,42.35952966
-71.0844972,42.3712885
-71.10317797,42.36346938
-71.10223675,42.3728064
-71.10451272,42.36031668
-71.10834748,42.36028391
-71.10325886,42.3549911
-71.10557992,42.36134475
-71.10440066,42.3675739
-71.09862185,42.36661071
-71.09685112,42.36340993
-71.0987204,42.36003573
-71.12081787,42.37491665
-71.11424232,42.37167538
-71.07913119,42.36623205
-71.12094557,42.38780033
-71.09044938,42.35955835
-71.10229332,42.36421561
-71.09319168,42.35950655
-71.0801518,42.3649565
-71.12022168,42.3714856
-71.09766897,42.37249238
-71.09549148,42.3701271
-71.10504064,42.36215139
-71.1108577,42.3564572
-71.07825496,42.37098356
-71.10210365,42.36743972
-71.11179626,42.35817146
-71.11430587,42.35718094
-71.14255032,42.38205524
-71.10145256,42.36677927
-71.11135915,42.35748953
-71.11185223,42.35869315
-71.09799172,42.37250891
-71.1351489,42.37535255
-71.08747349,42.36437315
-71.08763166,42.36084452
-71.08692828,42.36167285
-71.10633028,42.35573662
-71.07797472,42.36706666
-71.08365971,42.36074076
-71.0757946,42.3655063
-71.11468144,42.37299442
-71.10584003,42.35501692
-71.08795597,42.36214776
-71.10503933,42.36225692
-71.10142955,42.36634259
-71.11220697,42.35840955
-71.08876884,42.36494749
-71.08571552,42.360176
-71.09254897,42.35994942
-71.09108474,42.35945066
-71.10020765,42.36382082
-71.10625024,42.36380684
-71.0971269,42.36366015
-71.11277387,42.36514777
-71.10709088,42.36957985
-71.10286133,42.36162208
-71.1144702,42.36947985
-71.09760014,42.36290009
-71.1060889,42.3576161
-71.11998234,42.37206625
-71.12213249,42.37325648
-71.09351742,42.35825592
-71.08322572,42.37037941
-71.11748233,42.36994275
-71.10260959,42.3643265
-71.11593397,42.36978353
-71.11443448,42.36886926
-71.08386557,42.36998186
-71.11021883,42.37536583
-71.06962559,42.37025693
-71.10339495,42.36152203
-71.10073775,42.36144132
-71.12014207,42.37212026
-71.11768465,42.37207091
-71.12041123,42.37193928
-71.08472255,42.36206325
-71.10543034,42.36451517
-71.07898455,42.37178245
-71.0930601,42.36038339
-71.1052526,42.36316133
-71.09109483,42.37198975
-71.14203097,42.39578604
-71.08874678,42.36303852
-71.14035308,42.39625878
-71.09466773,42.36095654
-71.12001003,42.37299617
-71.11523271,42.368415
-71.0962737,42.36283359
-71.07850643,42.36623525
-71.09955199,42.35810938
-71.12103565,42.37437663
-71.09113726,42.36085867
-71.10633028,42.35573662
-71.09804104,42.3583824
-71.09098619,42.36326769
-71.10380297,42.35989893
-71.10081875,42.35828273
-71.09013443,42.3611579
-71.09504333,42.35938232
-71.10446075,42.3665281
-71.12192145,42.38713195
-71.0971269,42.36366015
-71.1006111,42.36579265
-71.11246348,42.36795728
-71.08583953,42.36188829
-71.09515103,42.35963438
-71.08974194,42.37246237
-71.08623358,42.36270448
-71.10244041,42.35770087
-71.09847936,42.37059696
-71.10280775,42.37207916
-71.09573896,42.35871975
-71.10495202,42.35776057
-71.09862787,42.36017756
-71.0976792,42.37044726
-71.08788993,42.36149681
-71.08934074,42.36031884
-71.1210305,42.38762835
-71.11052123,42.37251599
-71.09378565,42.3574682
-71.11074663,42.37297222
-71.11866779,42.371526
-71.08703295,42.36499122
-71.09504333,42.35938232
-71.08839543,42.36347756
-71.1060889,42.3576161
-71.08934074,42.36031884
-71.08937202,42.36342991
-71.07903302,42.36326216
-71.10406829,42.3674567
-71.10357572,42.36568978
-71.10302785,42.3677126
-71.08748081,42.36280808
-71.08513341,42.36435134
-71.12231601,42.39133742
-71.11622209,42.37281943
-71.10647371,42.36575019
-71.10688078,42.36904155
-71.10437241,42.37235788
-71.08623358,42.36270448
-71.08839543,42.36347756
-71.1062434,42.36489813
-71.1162432,42.37944417
-71.10289829,42.36269679
-71.11192166,42.35657072
-71.10958451,42.37120403
-71.11278388,42.37369012
-71.08811774,42.37335692
-71.08902657,42.36092394
-71.10480885,42.36286173
-71.10347934,42.35434628
-71.09760014,42.36290009
-71.11701687,42.37218605
-71.1016812,42.36639275
-71.10015865,42.36298307
-71.0962737,42.36283359
-71.09874192,42.36169273
-71.09491994,42.37172922
-71.10002977,42.36174961
-71.08143251,42.36792406
-71.11395999,42.3712095
-71.09379192,42.36661807
-71.11230694,42.37776789
-71.07905951,42.37108858
-71.11492114,42.36470022
-71.10622409,42.37303965
-71.10380375,42.35883004
-71.1019281,42.35765892
-71.09337113,42.36806026
-71.08795597,42.36214776
-71.10244041,42.35770087
-71.09762665,42.3622725
-71.10700986,42.35448689
-71.09949946,42.35772146
-71.09414158,42.35832148
-71.09295686,42.36519426
-71.11863127,42.38060142
-71.08440816,42.37147676
-71.12166723,42.37365981
-71.11850252,42.37358794
-71.11994498,42.37155091
-71.09067307,42.35941899
-71.09580711,42.35668294
-71.08985732,42.36070516
-71.09788713,42.36842585
-71.11175646,42.35687581
-71.11386676,42.36991525
-71.09485891,42.3562401
-71.09955059,42.36526812
-71.10859417,42.3739687
-71.09918818,42.37396155
-71.11397597,42.36607222
-71.09234636,42.35809007
-71.08749692,42.36175463
-71.10714935,42.35664669
-71.10066189,42.36698633
-71.10230186,42.35975477
-71.0980741,42.36382638
-71.10467866,42.36847287
-71.10734527,42.37039533
-71.11443265,42.36960535
-71.13058995,42.3892642
-71.11798133,42.37015786
-71.09358036,42.36129295
-71.11416341,42.37414126
-71.11180053,42.36852819
-71.08295715,42.3640637
-71.09201715,42.35968325
-71.11120325,42.3582137
-71.09234636,42.35809007
